Title,Date,Hour,OccupancyPercent,Nyepi,Galungan,Kuningan,Saraswati,Pagerwesi,Weather,Temperature,Label
Sidewalk Jimbaran,2024-01-07,6,0,False,False,False,False,False,Cloudy,25.9,Tidak Ramai
Sidewalk Jimbaran,2024-01-07,7,0,False,False,False,False,False,Sunny,31.4,Tidak Ramai
Sidewalk Jimbaran,2024-01-07,8,0,False,False,False,False,False,Sunny,29.0,Tidak Ramai
Sidewalk Jimbaran,2024-01-07,9,0,False,False,False,False,False,Sunny,30.4,Tidak Ramai
Sidewalk Jimbaran,2024-01-07,10,30,False,False,False,False,False,Rainy,27.6,Tidak Ramai
Sidewalk Jimbaran,2024-01-07,11,42,False,False,False,False,False,Sunny,28.8,Tidak Ramai
Sidewalk Jimbaran,2024-01-07,12,54,False,False,False,False,False,Cloudy,27.5,Ramai
Sidewalk Jimbaran,2024-01-07,13,60,False,False,False,False,False,Rainy,29.5,Ramai
Sidewalk Jimbaran,2024-01-07,14,62,False,False,False,False,False,Cloudy,27.2,Ramai
Sidewalk Jimbaran,2024-01-07,15,61,False,False,False,False,False,Cloudy,26.9,Ramai
Sidewalk Jimbaran,2024-01-07,16,62,False,False,False,False,False,Rainy,28.7,Ramai
Sidewalk Jimbaran,2024-01-07,17,68,False,False,False,False,False,Sunny,29.6,Ramai
Sidewalk Jimbaran,2024-01-07,18,79,False,False,False,False,False,Cloudy,29.6,Sangat Ramai
Sidewalk Jimbaran,2024-01-07,19,91,False,False,False,False,False,Cloudy,27.5,Sangat Ramai
Sidewalk Jimbaran,2024-01-07,20,91,False,False,False,False,False,Sunny,28.7,Sangat Ramai
Sidewalk Jimbaran,2024-01-07,21,75,False,False,False,False,False,Cloudy,25.2,Ramai
Sidewalk Jimbaran,2024-01-07,22,51,False,False,False,False,False,Cloudy,25.3,Ramai
Sidewalk Jimbaran,2024-01-07,23,0,False,False,False,False,False,Rainy,28.4,Tidak Ramai
Sidewalk Jimbaran,2024-01-08,6,0,False,False,False,False,False,Sunny,32.4,Tidak Ramai
Sidewalk Jimbaran,2024-01-08,7,0,False,False,False,False,False,Cloudy,25.9,Tidak Ramai
Sidewalk Jimbaran,2024-01-08,8,0,False,False,False,False,False,Sunny,29.3,Tidak Ramai
Sidewalk Jimbaran,2024-01-08,9,0,False,False,False,False,False,Sunny,27.2,Tidak Ramai
Sidewalk Jimbaran,2024-01-08,10,30,False,False,False,False,False,Sunny,27.8,Tidak Ramai
Sidewalk Jimbaran,2024-01-08,11,39,False,False,False,False,False,Sunny,29.7,Tidak Ramai
Sidewalk Jimbaran,2024-01-08,12,47,False,False,False,False,False,Cloudy,24.4,Tidak Ramai
Sidewalk Jimbaran,2024-01-08,13,53,False,False,False,False,False,Cloudy,28.0,Ramai
Sidewalk Jimbaran,2024-01-08,14,55,False,False,False,False,False,Cloudy,26.7,Ramai
Sidewalk Jimbaran,2024-01-08,15,56,False,False,False,False,False,Rainy,26.0,Ramai
Sidewalk Jimbaran,2024-01-08,16,57,False,False,False,False,False,Sunny,32.6,Ramai
Sidewalk Jimbaran,2024-01-08,17,62,False,False,False,False,False,Cloudy,24.8,Ramai
Sidewalk Jimbaran,2024-01-08,18,69,False,False,False,False,False,Rainy,26.7,Ramai
Sidewalk Jimbaran,2024-01-08,19,76,False,False,False,False,False,Sunny,28.7,Sangat Ramai
Sidewalk Jimbaran,2024-01-08,20,75,False,False,False,False,False,Cloudy,26.5,Ramai
Sidewalk Jimbaran,2024-01-08,21,62,False,False,False,False,False,Sunny,29.2,Ramai
Sidewalk Jimbaran,2024-01-08,22,0,False,False,False,False,False,Cloudy,27.9,Tidak Ramai
Sidewalk Jimbaran,2024-01-08,23,0,False,False,False,False,False,Rainy,27.1,Tidak Ramai
Sidewalk Jimbaran,2024-01-09,6,0,False,False,False,False,False,Cloudy,28.1,Tidak Ramai
Sidewalk Jimbaran,2024-01-09,7,0,False,False,False,False,False,Cloudy,29.9,Tidak Ramai
Sidewalk Jimbaran,2024-01-09,8,0,False,False,False,False,False,Cloudy,25.9,Tidak Ramai
Sidewalk Jimbaran,2024-01-09,9,0,False,False,False,False,False,Cloudy,28.4,Tidak Ramai
Sidewalk Jimbaran,2024-01-09,10,32,False,False,False,False,False,Rainy,26.8,Tidak Ramai
Sidewalk Jimbaran,2024-01-09,11,42,False,False,False,False,False,Sunny,31.3,Tidak Ramai
Sidewalk Jimbaran,2024-01-09,12,50,False,False,False,False,False,Cloudy,28.6,Tidak Ramai
Sidewalk Jimbaran,2024-01-09,13,55,False,False,False,False,False,Sunny,28.6,Ramai
Sidewalk Jimbaran,2024-01-09,14,56,False,False,False,False,False,Cloudy,28.6,Ramai
Sidewalk Jimbaran,2024-01-09,15,55,False,False,False,False,False,Rainy,27.4,Ramai
Sidewalk Jimbaran,2024-01-09,16,56,False,False,False,False,False,Rainy,28.4,Ramai
Sidewalk Jimbaran,2024-01-09,17,59,False,False,False,False,False,Cloudy,27.7,Ramai
Sidewalk Jimbaran,2024-01-09,18,69,False,False,False,False,False,Sunny,32.7,Ramai
Sidewalk Jimbaran,2024-01-09,19,77,False,False,False,False,False,Sunny,28.2,Sangat Ramai
Sidewalk Jimbaran,2024-01-09,20,78,False,False,False,False,False,Sunny,28.2,Sangat Ramai
Sidewalk Jimbaran,2024-01-09,21,66,False,False,False,False,False,Cloudy,29.1,Ramai
Sidewalk Jimbaran,2024-01-09,22,0,False,False,False,False,False,Cloudy,27.2,Tidak Ramai
Sidewalk Jimbaran,2024-01-09,23,0,False,False,False,False,False,Rainy,26.1,Tidak Ramai
Sidewalk Jimbaran,2024-01-10,6,0,False,False,False,False,False,Sunny,30.2,Tidak Ramai
Sidewalk Jimbaran,2024-01-10,7,0,False,False,False,False,False,Sunny,29.6,Tidak Ramai
Sidewalk Jimbaran,2024-01-10,8,0,False,False,False,False,False,Cloudy,24.7,Tidak Ramai
Sidewalk Jimbaran,2024-01-10,9,0,False,False,False,False,False,Sunny,29.2,Tidak Ramai
Sidewalk Jimbaran,2024-01-10,10,29,False,False,False,False,False,Sunny,31.3,Tidak Ramai
Sidewalk Jimbaran,2024-01-10,11,41,False,False,False,False,False,Rainy,27.9,Tidak Ramai
Sidewalk Jimbaran,2024-01-10,12,51,False,False,False,False,False,Rainy,25.7,Ramai
Sidewalk Jimbaran,2024-01-10,13,57,False,False,False,False,False,Sunny,27.8,Ramai
Sidewalk Jimbaran,2024-01-10,14,58,False,False,False,False,False,Sunny,27.6,Ramai
Sidewalk Jimbaran,2024-01-10,15,57,False,False,False,False,False,Sunny,31.7,Ramai
Sidewalk Jimbaran,2024-01-10,16,56,False,False,False,False,False,Rainy,27.7,Ramai
Sidewalk Jimbaran,2024-01-10,17,59,False,False,False,False,False,Cloudy,26.2,Ramai
Sidewalk Jimbaran,2024-01-10,18,70,False,False,False,False,False,Sunny,28.0,Ramai
Sidewalk Jimbaran,2024-01-10,19,80,False,False,False,False,False,Cloudy,26.0,Sangat Ramai
Sidewalk Jimbaran,2024-01-10,20,81,False,False,False,False,False,Rainy,25.1,Sangat Ramai
Sidewalk Jimbaran,2024-01-10,21,67,False,False,False,False,False,Cloudy,28.7,Ramai
Sidewalk Jimbaran,2024-01-10,22,0,False,False,False,False,False,Sunny,32.9,Tidak Ramai
Sidewalk Jimbaran,2024-01-10,23,0,False,False,False,False,False,Sunny,32.7,Tidak Ramai
Sidewalk Jimbaran,2024-01-11,6,0,False,False,False,False,False,Cloudy,29.5,Tidak Ramai
Sidewalk Jimbaran,2024-01-11,7,0,False,False,False,False,False,Rainy,29.5,Tidak Ramai
Sidewalk Jimbaran,2024-01-11,8,0,False,False,False,False,False,Sunny,28.4,Tidak Ramai
Sidewalk Jimbaran,2024-01-11,9,0,False,False,False,False,False,Sunny,28.5,Tidak Ramai
Sidewalk Jimbaran,2024-01-11,10,33,False,False,False,False,False,Sunny,31.9,Tidak Ramai
Sidewalk Jimbaran,2024-01-11,11,44,False,False,False,False,False,Cloudy,24.2,Tidak Ramai
Sidewalk Jimbaran,2024-01-11,12,54,False,False,False,False,False,Sunny,28.3,Ramai
Sidewalk Jimbaran,2024-01-11,13,60,False,False,False,False,False,Sunny,27.9,Ramai
Sidewalk Jimbaran,2024-01-11,14,60,False,False,False,False,False,Rainy,26.2,Ramai
Sidewalk Jimbaran,2024-01-11,15,59,False,False,False,False,False,Sunny,32.7,Ramai
Sidewalk Jimbaran,2024-01-11,16,58,False,False,False,False,False,Rainy,25.2,Ramai
Sidewalk Jimbaran,2024-01-11,17,61,False,False,False,False,False,Rainy,27.2,Ramai
Sidewalk Jimbaran,2024-01-11,18,70,False,False,False,False,False,Rainy,29.0,Ramai
Sidewalk Jimbaran,2024-01-11,19,79,False,False,False,False,False,Rainy,26.3,Sangat Ramai
Sidewalk Jimbaran,2024-01-11,20,80,False,False,False,False,False,Sunny,32.9,Sangat Ramai
Sidewalk Jimbaran,2024-01-11,21,69,False,False,False,False,False,Rainy,24.8,Ramai
Sidewalk Jimbaran,2024-01-11,22,0,False,False,False,False,False,Sunny,32.9,Tidak Ramai
Sidewalk Jimbaran,2024-01-11,23,0,False,False,False,False,False,Rainy,25.1,Tidak Ramai
Sidewalk Jimbaran,2024-01-12,6,0,False,False,False,False,False,Rainy,26.9,Tidak Ramai
Sidewalk Jimbaran,2024-01-12,7,0,False,False,False,False,False,Cloudy,27.3,Tidak Ramai
Sidewalk Jimbaran,2024-01-12,8,0,False,False,False,False,False,Sunny,29.6,Tidak Ramai
Sidewalk Jimbaran,2024-01-12,9,0,False,False,False,False,False,Sunny,28.6,Tidak Ramai
Sidewalk Jimbaran,2024-01-12,10,37,False,False,False,False,False,Rainy,26.4,Tidak Ramai
Sidewalk Jimbaran,2024-01-12,11,47,False,False,False,False,False,Cloudy,24.6,Tidak Ramai
Sidewalk Jimbaran,2024-01-12,12,54,False,False,False,False,False,Rainy,29.4,Ramai
Sidewalk Jimbaran,2024-01-12,13,60,False,False,False,False,False,Rainy,24.6,Ramai
Sidewalk Jimbaran,2024-01-12,14,63,False,False,False,False,False,Sunny,30.1,Ramai
Sidewalk Jimbaran,2024-01-12,15,65,False,False,False,False,False,Rainy,27.8,Ramai
Sidewalk Jimbaran,2024-01-12,16,63,False,False,False,False,False,Cloudy,25.9,Ramai
Sidewalk Jimbaran,2024-01-12,17,65,False,False,False,False,False,Cloudy,29.6,Ramai
Sidewalk Jimbaran,2024-01-12,18,72,False,False,False,False,False,Rainy,29.8,Ramai
Sidewalk Jimbaran,2024-01-12,19,81,False,False,False,False,False,Cloudy,25.9,Sangat Ramai
Sidewalk Jimbaran,2024-01-12,20,84,False,False,False,False,False,Rainy,24.3,Sangat Ramai
Sidewalk Jimbaran,2024-01-12,21,72,False,False,False,False,False,Cloudy,24.7,Ramai
Sidewalk Jimbaran,2024-01-12,22,53,False,False,False,False,False,Rainy,24.4,Ramai
Sidewalk Jimbaran,2024-01-12,23,0,False,False,False,False,False,Rainy,29.1,Tidak Ramai
Sidewalk Jimbaran,2024-01-13,6,0,False,False,False,True,False,Cloudy,25.7,Tidak Ramai
Sidewalk Jimbaran,2024-01-13,7,0,False,False,False,True,False,Rainy,27.4,Tidak Ramai
Sidewalk Jimbaran,2024-01-13,8,0,False,False,False,True,False,Rainy,28.5,Tidak Ramai
Sidewalk Jimbaran,2024-01-13,9,0,False,False,False,True,False,Sunny,28.9,Tidak Ramai
Sidewalk Jimbaran,2024-01-13,10,35,False,False,False,True,False,Sunny,28.0,Tidak Ramai
Sidewalk Jimbaran,2024-01-13,11,47,False,False,False,True,False,Rainy,27.3,Tidak Ramai
Sidewalk Jimbaran,2024-01-13,12,55,False,False,False,True,False,Sunny,28.1,Ramai
Sidewalk Jimbaran,2024-01-13,13,59,False,False,False,True,False,Rainy,26.0,Ramai
Sidewalk Jimbaran,2024-01-13,14,61,False,False,False,True,False,Cloudy,28.6,Ramai
Sidewalk Jimbaran,2024-01-13,15,61,False,False,False,True,False,Sunny,30.3,Ramai
Sidewalk Jimbaran,2024-01-13,16,63,False,False,False,True,False,Sunny,29.9,Ramai
Sidewalk Jimbaran,2024-01-13,17,69,False,False,False,True,False,Rainy,25.3,Ramai
Sidewalk Jimbaran,2024-01-13,18,82,False,False,False,True,False,Cloudy,28.9,Sangat Ramai
Sidewalk Jimbaran,2024-01-13,19,95,False,False,False,True,False,Rainy,29.3,Sangat Ramai
Sidewalk Jimbaran,2024-01-13,20,100,False,False,False,True,False,Sunny,31.2,Sangat Ramai
Sidewalk Jimbaran,2024-01-13,21,86,False,False,False,True,False,Cloudy,25.9,Sangat Ramai
Sidewalk Jimbaran,2024-01-13,22,63,False,False,False,True,False,Rainy,27.3,Ramai
Sidewalk Jimbaran,2024-01-13,23,0,False,False,False,True,False,Rainy,24.0,Tidak Ramai
Sidewalk Jimbaran,2024-01-14,6,0,False,False,False,False,False,Sunny,27.2,Tidak Ramai
Sidewalk Jimbaran,2024-01-14,7,0,False,False,False,False,False,Sunny,30.5,Tidak Ramai
Sidewalk Jimbaran,2024-01-14,8,0,False,False,False,False,False,Sunny,29.0,Tidak Ramai
Sidewalk Jimbaran,2024-01-14,9,0,False,False,False,False,False,Sunny,32.6,Tidak Ramai
Sidewalk Jimbaran,2024-01-14,10,30,False,False,False,False,False,Cloudy,30.0,Tidak Ramai
Sidewalk Jimbaran,2024-01-14,11,42,False,False,False,False,False,Cloudy,28.3,Tidak Ramai
Sidewalk Jimbaran,2024-01-14,12,54,False,False,False,False,False,Rainy,25.4,Ramai
Sidewalk Jimbaran,2024-01-14,13,60,False,False,False,False,False,Rainy,26.9,Ramai
Sidewalk Jimbaran,2024-01-14,14,62,False,False,False,False,False,Rainy,29.9,Ramai
Sidewalk Jimbaran,2024-01-14,15,61,False,False,False,False,False,Cloudy,27.0,Ramai
Sidewalk Jimbaran,2024-01-14,16,62,False,False,False,False,False,Rainy,26.0,Ramai
Sidewalk Jimbaran,2024-01-14,17,68,False,False,False,False,False,Cloudy,24.1,Ramai
Sidewalk Jimbaran,2024-01-14,18,79,False,False,False,False,False,Rainy,26.8,Sangat Ramai
Sidewalk Jimbaran,2024-01-14,19,91,False,False,False,False,False,Sunny,32.9,Sangat Ramai
Sidewalk Jimbaran,2024-01-14,20,91,False,False,False,False,False,Sunny,33.0,Sangat Ramai
Sidewalk Jimbaran,2024-01-14,21,75,False,False,False,False,False,Sunny,32.7,Ramai
Sidewalk Jimbaran,2024-01-14,22,51,False,False,False,False,False,Sunny,31.1,Ramai
Sidewalk Jimbaran,2024-01-14,23,0,False,False,False,False,False,Sunny,27.1,Tidak Ramai
Sidewalk Jimbaran,2024-01-15,6,0,False,False,False,False,False,Sunny,31.5,Tidak Ramai
Sidewalk Jimbaran,2024-01-15,7,0,False,False,False,False,False,Rainy,25.8,Tidak Ramai
Sidewalk Jimbaran,2024-01-15,8,0,False,False,False,False,False,Sunny,32.5,Tidak Ramai
Sidewalk Jimbaran,2024-01-15,9,0,False,False,False,False,False,Sunny,31.0,Tidak Ramai
Sidewalk Jimbaran,2024-01-15,10,30,False,False,False,False,False,Cloudy,26.8,Tidak Ramai
Sidewalk Jimbaran,2024-01-15,11,39,False,False,False,False,False,Sunny,28.6,Tidak Ramai
Sidewalk Jimbaran,2024-01-15,12,47,False,False,False,False,False,Rainy,29.3,Tidak Ramai
Sidewalk Jimbaran,2024-01-15,13,53,False,False,False,False,False,Sunny,31.9,Ramai
Sidewalk Jimbaran,2024-01-15,14,55,False,False,False,False,False,Cloudy,25.1,Ramai
Sidewalk Jimbaran,2024-01-15,15,56,False,False,False,False,False,Rainy,24.3,Ramai
Sidewalk Jimbaran,2024-01-15,16,57,False,False,False,False,False,Rainy,27.1,Ramai
Sidewalk Jimbaran,2024-01-15,17,62,False,False,False,False,False,Sunny,28.8,Ramai
Sidewalk Jimbaran,2024-01-15,18,69,False,False,False,False,False,Cloudy,28.6,Ramai
Sidewalk Jimbaran,2024-01-15,19,76,False,False,False,False,False,Cloudy,26.2,Sangat Ramai
Sidewalk Jimbaran,2024-01-15,20,75,False,False,False,False,False,Sunny,29.7,Ramai
Sidewalk Jimbaran,2024-01-15,21,62,False,False,False,False,False,Cloudy,27.5,Ramai
Sidewalk Jimbaran,2024-01-15,22,0,False,False,False,False,False,Rainy,24.8,Tidak Ramai
Sidewalk Jimbaran,2024-01-15,23,0,False,False,False,False,False,Rainy,29.8,Tidak Ramai
Sidewalk Jimbaran,2024-01-16,6,0,False,False,False,False,False,Cloudy,25.5,Tidak Ramai
Sidewalk Jimbaran,2024-01-16,7,0,False,False,False,False,False,Cloudy,24.5,Tidak Ramai
Sidewalk Jimbaran,2024-01-16,8,0,False,False,False,False,False,Cloudy,27.4,Tidak Ramai
Sidewalk Jimbaran,2024-01-16,9,0,False,False,False,False,False,Sunny,31.7,Tidak Ramai
